Sample Id	NKX2-1: Putative copy-number alterations from GISTIC	OXA1L: mRNA Expression, RSEM (Batch normalized from Illumina HiSeq_RNASeqV2) (log2(value + 1))	Copy Number Alterations
TCGA-AB-2936-03	Diploid	2112.919265	NKX2-1: Diploid
TCGA-AB-2937-03	Diploid	2359.838617	NKX2-1: Diploid
TCGA-AB-2938-03	Diploid	1308.941059	NKX2-1: Diploid
TCGA-AB-2939-03	Diploid	2134.576093	NKX2-1: Diploid
TCGA-AB-2940-03	Diploid	1843.706293	NKX2-1: Diploid
TCGA-AB-2941-03	Diploid	2865.257651	NKX2-1: Diploid
TCGA-AB-2942-03	Diploid	2844.892105	NKX2-1: Diploid
TCGA-AB-2943-03	Diploid	1729.606339	NKX2-1: Diploid
TCGA-AB-2944-03	Diploid	3058.099024	NKX2-1: Diploid
TCGA-AB-2946-03	Diploid	2979.668535	NKX2-1: Diploid
TCGA-AB-2948-03	Diploid	3785.848269	NKX2-1: Diploid
TCGA-AB-2949-03	Diploid	2890.274285	NKX2-1: Diploid
TCGA-AB-2950-03	Diploid	2471.390087	NKX2-1: Diploid
TCGA-AB-2954-03	Diploid	2677.069034	NKX2-1: Diploid
TCGA-AB-2955-03	Diploid	2166.580148	NKX2-1: Diploid
TCGA-AB-2956-03	Diploid	2831.436621	NKX2-1: Diploid
TCGA-AB-2959-03	Diploid	2110.741536	NKX2-1: Diploid
TCGA-AB-2963-03	Diploid	2369.361443	NKX2-1: Diploid
TCGA-AB-2964-03	Diploid	3012.250358	NKX2-1: Diploid
TCGA-AB-2965-03	Diploid	2153.422022	NKX2-1: Diploid
TCGA-AB-2966-03	Diploid	2954.163441	NKX2-1: Diploid
TCGA-AB-2967-03	Diploid	2684.818353	NKX2-1: Diploid
TCGA-AB-2969-03	Diploid	3723.641818	NKX2-1: Diploid
TCGA-AB-2970-03	Diploid	2203.797133	NKX2-1: Diploid
TCGA-AB-2971-03	Diploid	2301.014336	NKX2-1: Diploid
TCGA-AB-2972-03	Diploid	2786.678182	NKX2-1: Diploid
TCGA-AB-2973-03	Diploid	4651.201488	NKX2-1: Diploid
TCGA-AB-2975-03	Diploid	3143.539704	NKX2-1: Diploid
TCGA-AB-2976-03	Diploid	2444.11786	NKX2-1: Diploid
TCGA-AB-2977-03	Diploid	4854.212116	NKX2-1: Diploid
TCGA-AB-2978-03	Diploid	3256.30752	NKX2-1: Diploid
TCGA-AB-2980-03	Diploid	2133.124385	NKX2-1: Diploid
TCGA-AB-2982-03	Diploid	2592.420936	NKX2-1: Diploid
TCGA-AB-2983-03	Diploid	2246.967817	NKX2-1: Diploid
TCGA-AB-2984-03	Diploid	925.001709	NKX2-1: Diploid
TCGA-AB-2985-03	Diploid	2104.788993	NKX2-1: Diploid
TCGA-AB-2986-03	Diploid	2541.467117	NKX2-1: Diploid
TCGA-AB-2987-03	Diploid	2531.949222	NKX2-1: Diploid
TCGA-AB-2988-03	Diploid	2665.167668	NKX2-1: Diploid
TCGA-AB-2990-03	Diploid	2474.307409	NKX2-1: Diploid
TCGA-AB-2991-03	Diploid	2317.315214	NKX2-1: Diploid
TCGA-AB-2992-03	Diploid	2920.878297	NKX2-1: Diploid
TCGA-AB-2993-03	Diploid	1731.530687	NKX2-1: Diploid
TCGA-AB-2994-03	Diploid	1528.263054	NKX2-1: Diploid
TCGA-AB-2995-03	Diploid	2255.392939	NKX2-1: Diploid
TCGA-AB-2996-03	Diploid	2956.259111	NKX2-1: Diploid
TCGA-AB-2998-03	Diploid	1815.767689	NKX2-1: Diploid
TCGA-AB-2999-03	Diploid	1946.654153	NKX2-1: Diploid
TCGA-AB-3000-03	Diploid	2377.518765	NKX2-1: Diploid
TCGA-AB-3001-03	Diploid	2610.302049	NKX2-1: Diploid
TCGA-AB-3002-03	Diploid	2439.186953	NKX2-1: Diploid
TCGA-AB-3005-03	Diploid	4097.347794	NKX2-1: Diploid
TCGA-AB-3006-03	Diploid	2249.588422	NKX2-1: Diploid
TCGA-AB-3007-03	Diploid	1983.618296	NKX2-1: Diploid
TCGA-AB-3008-03	Diploid	2489.456607	NKX2-1: Diploid
TCGA-AB-3009-03	Diploid	1628.696668	NKX2-1: Diploid
TCGA-AB-3011-03	Diploid	2021.867336	NKX2-1: Diploid
TCGA-AB-3012-03	Diploid	2650.04316	NKX2-1: Diploid
TCGA-CS-4938-01	Diploid	1387.04	NKX2-1: Diploid
TCGA-CS-4942-01	Diploid	1546.02	NKX2-1: Diploid
TCGA-CS-4943-01	Diploid	1514.94	NKX2-1: Diploid
TCGA-CS-4944-01	Diploid	1692.6	NKX2-1: Diploid
TCGA-CS-5390-01	Diploid	1131.54	NKX2-1: Diploid
TCGA-CS-5393-01	Diploid	1113.58	NKX2-1: Diploid
TCGA-CS-5394-01	Diploid	1163.27	NKX2-1: Diploid
TCGA-CS-5395-01	Diploid	1444.74	NKX2-1: Diploid
TCGA-CS-5396-01	Diploid	1726.82	NKX2-1: Diploid
TCGA-CS-5397-01	Diploid	1722.78	NKX2-1: Diploid
TCGA-CS-6186-01	Diploid	2243.96	NKX2-1: Diploid
TCGA-CS-6188-01	Diploid	1118.99	NKX2-1: Diploid
TCGA-CS-6290-01	Diploid	1856.62	NKX2-1: Diploid
TCGA-CS-6666-01	Diploid	2111.88	NKX2-1: Diploid
TCGA-CS-6667-01	Diploid	1585.54	NKX2-1: Diploid
TCGA-CS-6669-01	Diploid	990.897	NKX2-1: Diploid
TCGA-CS-6670-01	Diploid	1125.89	NKX2-1: Diploid
TCGA-DB-5270-01	Diploid	1128.88	NKX2-1: Diploid
TCGA-DB-5273-01	Diploid	2075.42	NKX2-1: Diploid
TCGA-DB-5274-01	Diploid	1363.22	NKX2-1: Diploid
TCGA-DB-5275-01	Diploid	1045.74	NKX2-1: Diploid
TCGA-DB-5276-01	Diploid	1367.73	NKX2-1: Diploid
TCGA-DB-5278-01	Diploid	1169.6	NKX2-1: Diploid
TCGA-DB-5280-01	Diploid	1460.13	NKX2-1: Diploid
TCGA-DB-5281-01	Diploid	1254.11	NKX2-1: Diploid
TCGA-DB-A4X9-01	Diploid	917.058	NKX2-1: Diploid
TCGA-DB-A4XA-01	Diploid	1700.17	NKX2-1: Diploid
TCGA-DB-A4XB-01	Diploid	985.678	NKX2-1: Diploid
TCGA-DB-A4XC-01	Diploid	1400.13	NKX2-1: Diploid
TCGA-DB-A4XD-01	Diploid	1192.16	NKX2-1: Diploid
TCGA-DB-A4XE-01	Diploid	1164.91	NKX2-1: Diploid
TCGA-DB-A4XF-01	Diploid	1385.05	NKX2-1: Diploid
TCGA-DB-A4XG-01	Diploid	1096.65	NKX2-1: Diploid
TCGA-DB-A4XH-01	Diploid	1198.84	NKX2-1: Diploid
TCGA-DB-A64P-01	Diploid	1239.68	NKX2-1: Diploid
TCGA-DB-A64Q-01	Diploid	1074.84	NKX2-1: Diploid
TCGA-DB-A64R-01	Diploid	1106.59	NKX2-1: Diploid
TCGA-DB-A64S-01	Diploid	1879.06	NKX2-1: Diploid
TCGA-DB-A64U-01	Diploid	1250.48	NKX2-1: Diploid
TCGA-DB-A64V-01	Diploid	1790.87	NKX2-1: Diploid
TCGA-DB-A64W-01	Diploid	1045.74	NKX2-1: Diploid
TCGA-DB-A64X-01	Diploid	1647.21	NKX2-1: Diploid
TCGA-DB-A75K-01	Diploid	1288.46	NKX2-1: Diploid
TCGA-DB-A75L-01	Diploid	1436.66	NKX2-1: Diploid
TCGA-DB-A75M-01	Diploid	1299.07	NKX2-1: Diploid
TCGA-DB-A75O-01	Diploid	1463.34	NKX2-1: Diploid
TCGA-DB-A75P-01	Diploid	1299.21	NKX2-1: Diploid
TCGA-DH-5141-01	Diploid	1616.93	NKX2-1: Diploid
TCGA-DH-5144-01	Diploid	1202.47	NKX2-1: Diploid
TCGA-DH-A66B-01	Diploid	1440.02	NKX2-1: Diploid
TCGA-DH-A66D-01	Diploid	1792.05	NKX2-1: Diploid
TCGA-DH-A66F-01	Diploid	1174.63	NKX2-1: Diploid
TCGA-DH-A66G-01	Diploid	1354.65	NKX2-1: Diploid
TCGA-DH-A7UR-01	Diploid	1166.67	NKX2-1: Diploid
TCGA-DH-A7US-01	Diploid	1136.8	NKX2-1: Diploid
TCGA-DH-A7UT-01	Diploid	1433.85	NKX2-1: Diploid
TCGA-DH-A7UU-01	Diploid	1361.15	NKX2-1: Diploid
TCGA-DH-A7UV-01	Diploid	1533.54	NKX2-1: Diploid
TCGA-DU-5849-01	Diploid	1194.44	NKX2-1: Diploid
TCGA-DU-5851-01	Diploid	1155.53	NKX2-1: Diploid
TCGA-DU-5853-01	Diploid	1299.32	NKX2-1: Diploid
TCGA-DU-5854-01	Diploid	1616.41	NKX2-1: Diploid
TCGA-DU-5855-01	Diploid	1452.36	NKX2-1: Diploid
TCGA-DU-5870-01	Diploid	1256.04	NKX2-1: Diploid
TCGA-DU-5871-01	Diploid	1316.22	NKX2-1: Diploid
TCGA-DU-5872-01	Diploid	2007.63	NKX2-1: Diploid
TCGA-DU-5874-01	Diploid	1043.96	NKX2-1: Diploid
TCGA-DU-6392-01	Diploid	1384.93	NKX2-1: Diploid
TCGA-DU-6393-01	Diploid	1024.42	NKX2-1: Diploid
TCGA-DU-6394-01	Diploid	1046.85	NKX2-1: Diploid
TCGA-DU-6395-01	Diploid	1443.19	NKX2-1: Diploid
TCGA-DU-6396-01	Diploid	2012.36	NKX2-1: Diploid
TCGA-DU-6400-01	Diploid	1249.18	NKX2-1: Diploid
TCGA-DU-6401-01	Diploid	1814.89	NKX2-1: Diploid
TCGA-DU-6403-01	Diploid	1296.89	NKX2-1: Diploid
TCGA-DU-6404-01	Diploid	1196.14	NKX2-1: Diploid
TCGA-DU-6405-01	Diploid	1780.25	NKX2-1: Diploid
TCGA-DU-6406-01	Diploid	1369.01	NKX2-1: Diploid
TCGA-DU-6407-01	Diploid	1281.9	NKX2-1: Diploid
TCGA-DU-6408-01	Diploid	1372.17	NKX2-1: Diploid
TCGA-DU-6410-01	Diploid	1121.46	NKX2-1: Diploid
TCGA-DU-7006-01	Diploid	2270.67	NKX2-1: Diploid
TCGA-DU-7008-01	Diploid	1341.71	NKX2-1: Diploid
TCGA-DU-7009-01	Diploid	1239.18	NKX2-1: Diploid
TCGA-DU-7011-01	Diploid	1936.45	NKX2-1: Diploid
TCGA-DU-7013-01	Diploid	1341.97	NKX2-1: Diploid
TCGA-DU-7014-01	Diploid	2013.91	NKX2-1: Diploid
TCGA-DU-7015-01	Diploid	1582.47	NKX2-1: Diploid
TCGA-DU-7018-01	Diploid	1479.77	NKX2-1: Diploid
TCGA-DU-7292-01	Diploid	1274.03	NKX2-1: Diploid
TCGA-DU-7294-01	Diploid	1505.2	NKX2-1: Diploid
TCGA-DU-7298-01	Diploid	1932.5	NKX2-1: Diploid
TCGA-DU-7299-01	Diploid	1281.66	NKX2-1: Diploid
TCGA-DU-7300-01	Diploid	1288.66	NKX2-1: Diploid
TCGA-DU-7301-01	Diploid	1578.07	NKX2-1: Diploid
TCGA-DU-7304-01	Diploid	1172.72	NKX2-1: Diploid
TCGA-DU-7306-01	Diploid	1605.39	NKX2-1: Diploid
TCGA-DU-7309-01	Diploid	1386.53	NKX2-1: Diploid
TCGA-DU-8162-01	Diploid	1034.21	NKX2-1: Diploid
TCGA-DU-8163-01	Diploid	1375.05	NKX2-1: Diploid
TCGA-DU-8164-01	Diploid	1110.79	NKX2-1: Diploid
TCGA-DU-8166-01	Diploid	966.772	NKX2-1: Diploid
TCGA-DU-8167-01	Diploid	1504.12	NKX2-1: Diploid
TCGA-DU-8168-01	Diploid	912.417	NKX2-1: Diploid
TCGA-DU-A5TP-01	Diploid	1849.75	NKX2-1: Diploid
TCGA-DU-A5TR-01	Diploid	2013.86	NKX2-1: Diploid
TCGA-DU-A5TS-01	Diploid	1493.72	NKX2-1: Diploid
TCGA-DU-A5TT-01	Diploid	1422.34	NKX2-1: Diploid
TCGA-DU-A5TU-01	Diploid	1850.19	NKX2-1: Diploid
TCGA-DU-A5TW-01	Diploid	1659.37	NKX2-1: Diploid
TCGA-DU-A5TY-01	Diploid	1709.34	NKX2-1: Diploid
TCGA-DU-A6S2-01	Diploid	934.995	NKX2-1: Diploid
TCGA-DU-A6S3-01	Diploid	1277.28	NKX2-1: Diploid
TCGA-DU-A6S6-01	Diploid	993.777	NKX2-1: Diploid
TCGA-DU-A6S7-01	Diploid	1485.37	NKX2-1: Diploid
TCGA-DU-A76K-01	Diploid	1604.72	NKX2-1: Diploid
TCGA-DU-A76O-01	Diploid	1695.55	NKX2-1: Diploid
TCGA-DU-A7T6-01	Diploid	1307.14	NKX2-1: Diploid
TCGA-DU-A7T8-01	Diploid	1231.18	NKX2-1: Diploid
TCGA-DU-A7TA-01	Diploid	1096.89	NKX2-1: Diploid
TCGA-DU-A7TB-01	Diploid	897.723	NKX2-1: Diploid
TCGA-DU-A7TC-01	Diploid	1303.91	NKX2-1: Diploid
TCGA-DU-A7TD-01	Diploid	1283.61	NKX2-1: Diploid
TCGA-DU-A7TG-01	Diploid	1115.82	NKX2-1: Diploid
TCGA-DU-A7TI-01	Diploid	1196.9	NKX2-1: Diploid
TCGA-DU-A7TJ-01	Diploid	1605.07	NKX2-1: Diploid
TCGA-E1-5302-01	Diploid	1988.66	NKX2-1: Diploid
TCGA-E1-5303-01	Diploid	1685.7	NKX2-1: Diploid
TCGA-E1-5304-01	Diploid	1466.35	NKX2-1: Diploid
TCGA-E1-5307-01	Diploid	1340.2	NKX2-1: Diploid
TCGA-E1-5311-01	Diploid	1295.56	NKX2-1: Diploid
TCGA-E1-5318-01	Diploid	1386.81	NKX2-1: Diploid
TCGA-E1-5319-01	Diploid	1297.59	NKX2-1: Diploid
TCGA-E1-A7YE-01	Diploid	1364.58	NKX2-1: Diploid
TCGA-E1-A7YH-01	Diploid	1254.99	NKX2-1: Diploid
TCGA-E1-A7YI-01	Diploid	1285.81	NKX2-1: Diploid
TCGA-E1-A7YJ-01	Diploid	1624.49	NKX2-1: Diploid
TCGA-E1-A7YK-01	Diploid	1915.57	NKX2-1: Diploid
TCGA-E1-A7YN-01	Diploid	1599.78	NKX2-1: Diploid
TCGA-E1-A7YO-01	Diploid	1021.16	NKX2-1: Diploid
TCGA-E1-A7YU-01	Diploid	1488.47	NKX2-1: Diploid
TCGA-E1-A7YV-01	Diploid	1374.42	NKX2-1: Diploid
TCGA-E1-A7YW-01	Diploid	1172.39	NKX2-1: Diploid
TCGA-E1-A7YY-01	Diploid	1066.74	NKX2-1: Diploid
TCGA-E1-A7Z3-01	Diploid	1442.84	NKX2-1: Diploid
TCGA-E1-A7Z4-01	Diploid	1634.84	NKX2-1: Diploid
TCGA-E1-A7Z6-01	Diploid	1157.57	NKX2-1: Diploid
TCGA-EZ-7264-01	Diploid	1231.63	NKX2-1: Diploid
TCGA-F6-A8O3-01	Diploid	1342.87	NKX2-1: Diploid
TCGA-F6-A8O4-01	Diploid	1277.14	NKX2-1: Diploid
TCGA-FG-5962-01	Diploid	999.048	NKX2-1: Diploid
TCGA-FG-5963-01	Diploid	1637.93	NKX2-1: Diploid
TCGA-FG-5964-01	Diploid	2076.99	NKX2-1: Diploid
TCGA-FG-5965-01	Diploid	1370.26	NKX2-1: Diploid
TCGA-FG-6688-01	Diploid	1895.55	NKX2-1: Diploid
TCGA-FG-6689-01	Diploid	1360.04	NKX2-1: Diploid
TCGA-FG-6690-01	Diploid	1446.64	NKX2-1: Diploid
TCGA-FG-6691-01	Diploid	1797.3	NKX2-1: Diploid
TCGA-FG-6692-01	Diploid	1629.67	NKX2-1: Diploid
TCGA-FG-7634-01	Diploid	1219.91	NKX2-1: Diploid
TCGA-FG-7636-01	Diploid	1548.04	NKX2-1: Diploid
TCGA-FG-7638-01	Diploid	1340.42	NKX2-1: Diploid
TCGA-FG-7641-01	Diploid	1073.8	NKX2-1: Diploid
TCGA-FG-8181-01	Diploid	882.561	NKX2-1: Diploid
TCGA-FG-8182-01	Diploid	1297.61	NKX2-1: Diploid
TCGA-FG-8185-01	Diploid	1666.07	NKX2-1: Diploid
TCGA-FG-8186-01	Diploid	1330.46	NKX2-1: Diploid
TCGA-FG-8187-01	Diploid	1034.38	NKX2-1: Diploid
TCGA-FG-8188-01	Diploid	1210.29	NKX2-1: Diploid
TCGA-FG-8189-01	Diploid	976.288	NKX2-1: Diploid
TCGA-FG-A4MT-01	Diploid	1839.5	NKX2-1: Diploid
TCGA-FG-A4MU-01	Diploid	1666.8	NKX2-1: Diploid
TCGA-FG-A4MW-01	Diploid	1383.06	NKX2-1: Diploid
TCGA-FG-A4MX-01	Diploid	1374.5	NKX2-1: Diploid
TCGA-FG-A4MY-01	Diploid	1207.84	NKX2-1: Diploid
TCGA-FG-A60J-01	Diploid	1267.26	NKX2-1: Diploid
TCGA-FG-A60K-01	Diploid	1197.84	NKX2-1: Diploid
TCGA-FG-A60L-01	Diploid	1707.19	NKX2-1: Diploid
TCGA-FG-A6IZ-01	Diploid	1159.4	NKX2-1: Diploid
TCGA-FG-A6J1-01	Diploid	1442.04	NKX2-1: Diploid
TCGA-FG-A70Y-01	Diploid	1281.83	NKX2-1: Diploid
TCGA-FG-A70Z-01	Diploid	1015.05	NKX2-1: Diploid
TCGA-FG-A710-01	Diploid	1306.29	NKX2-1: Diploid
TCGA-FG-A711-01	Diploid	1360.96	NKX2-1: Diploid
TCGA-FG-A713-01	Diploid	866.322	NKX2-1: Diploid
TCGA-FG-A87N-01	Diploid	1644.53	NKX2-1: Diploid
TCGA-FG-A87Q-01	Diploid	2171.9	NKX2-1: Diploid
TCGA-FN-7833-01	Diploid	1563.43	NKX2-1: Diploid
TCGA-HT-7467-01	Diploid	1070.49	NKX2-1: Diploid
TCGA-HT-7468-01	Diploid	1319.4	NKX2-1: Diploid
TCGA-HT-7469-01	Diploid	1238.89	NKX2-1: Diploid
TCGA-HT-7470-01	Diploid	1040.87	NKX2-1: Diploid
TCGA-HT-7471-01	Diploid	1447.59	NKX2-1: Diploid
TCGA-HT-7472-01	Diploid	1575.43	NKX2-1: Diploid
TCGA-HT-7473-01	Diploid	1492.81	NKX2-1: Diploid
TCGA-HT-7474-01	Diploid	1065.08	NKX2-1: Diploid
TCGA-HT-7475-01	Diploid	1485.39	NKX2-1: Diploid
TCGA-HT-7476-01	Diploid	1384.49	NKX2-1: Diploid
TCGA-HT-7478-01	Diploid	1806.84	NKX2-1: Diploid
TCGA-HT-7479-01	Diploid	1205.76	NKX2-1: Diploid
TCGA-HT-7480-01	Diploid	1116.97	NKX2-1: Diploid
TCGA-HT-7481-01	Diploid	1024.69	NKX2-1: Diploid
TCGA-HT-7482-01	Diploid	1445.18	NKX2-1: Diploid
TCGA-HT-7483-01	Diploid	1425.21	NKX2-1: Diploid
TCGA-HT-7485-01	Diploid	1333.46	NKX2-1: Diploid
TCGA-HT-7601-01	Diploid	1864.7	NKX2-1: Diploid
TCGA-HT-7602-01	Diploid	1361.52	NKX2-1: Diploid
TCGA-HT-7604-01	Diploid	1239.87	NKX2-1: Diploid
TCGA-HT-7605-01	Diploid	939.307	NKX2-1: Diploid
TCGA-HT-7606-01	Diploid	1432.41	NKX2-1: Diploid
TCGA-HT-7607-01	Diploid	1103.7	NKX2-1: Diploid
TCGA-HT-7608-01	Diploid	1455.58	NKX2-1: Diploid
TCGA-HT-7609-01	Diploid	1575.49	NKX2-1: Diploid
TCGA-HT-7610-01	Diploid	1072.26	NKX2-1: Diploid
TCGA-HT-7611-01	Diploid	1869.54	NKX2-1: Diploid
TCGA-HT-7620-01	Diploid	1110.64	NKX2-1: Diploid
TCGA-HT-7676-01	Diploid	1552.22	NKX2-1: Diploid
TCGA-HT-7677-01	Diploid	1403.85	NKX2-1: Diploid
TCGA-HT-7680-01	Diploid	1192.83	NKX2-1: Diploid
TCGA-HT-7681-01	Diploid	1247.07	NKX2-1: Diploid
TCGA-HT-7684-01	Diploid	1720.35	NKX2-1: Diploid
TCGA-HT-7686-01	Diploid	2082.63	NKX2-1: Diploid
TCGA-HT-7687-01	Diploid	1173.16	NKX2-1: Diploid
TCGA-HT-7688-01	Diploid	1182.32	NKX2-1: Diploid
TCGA-HT-7690-01	Diploid	1462.92	NKX2-1: Diploid
TCGA-HT-7691-01	Diploid	1639.59	NKX2-1: Diploid
TCGA-HT-7692-01	Diploid	1474.51	NKX2-1: Diploid
TCGA-HT-7693-01	Diploid	1339.27	NKX2-1: Diploid
TCGA-HT-7694-01	Diploid	1019.57	NKX2-1: Diploid
TCGA-HT-7695-01	Diploid	1107.04	NKX2-1: Diploid
TCGA-HT-7854-01	Diploid	1328.78	NKX2-1: Diploid
TCGA-HT-7855-01	Diploid	1348.58	NKX2-1: Diploid
TCGA-HT-7856-01	Diploid	865.995	NKX2-1: Diploid
TCGA-HT-7857-01	Diploid	1970.68	NKX2-1: Diploid
TCGA-HT-7858-01	Diploid	1778.2	NKX2-1: Diploid
TCGA-HT-7860-01	Diploid	1496.76	NKX2-1: Diploid
TCGA-HT-7873-01	Diploid	1181.36	NKX2-1: Diploid
TCGA-HT-7874-01	Diploid	928.284	NKX2-1: Diploid
TCGA-HT-7875-01	Diploid	1089.75	NKX2-1: Diploid
TCGA-HT-7877-01	Diploid	994.101	NKX2-1: Diploid
TCGA-HT-7879-01	Diploid	1608.09	NKX2-1: Diploid
TCGA-HT-7880-01	Diploid	1052.66	NKX2-1: Diploid
TCGA-HT-7881-01	Diploid	943.786	NKX2-1: Diploid
TCGA-HT-7882-01	Diploid	1624.49	NKX2-1: Diploid
TCGA-HT-7884-01	Diploid	1150.23	NKX2-1: Diploid
TCGA-HT-8010-01	Diploid	975.816	NKX2-1: Diploid
TCGA-HT-8011-01	Diploid	1596.56	NKX2-1: Diploid
TCGA-HT-8012-01	Diploid	1048.75	NKX2-1: Diploid
TCGA-HT-8013-01	Diploid	1559.7	NKX2-1: Diploid
TCGA-HT-8015-01	Diploid	1023.73	NKX2-1: Diploid
TCGA-HT-8018-01	Diploid	1339.04	NKX2-1: Diploid
TCGA-HT-8019-01	Diploid	967.98	NKX2-1: Diploid
TCGA-HT-8104-01	Diploid	1623.39	NKX2-1: Diploid
TCGA-HT-8105-01	Diploid	1140.76	NKX2-1: Diploid
TCGA-HT-8106-01	Diploid	2212.06	NKX2-1: Diploid
TCGA-HT-8107-01	Diploid	1038.48	NKX2-1: Diploid
TCGA-HT-8108-01	Diploid	1719.05	NKX2-1: Diploid
TCGA-HT-8109-01	Diploid	997.868	NKX2-1: Diploid
TCGA-HT-8111-01	Diploid	1602.9	NKX2-1: Diploid
TCGA-HT-8113-01	Diploid	1019.77	NKX2-1: Diploid
TCGA-HT-8114-01	Diploid	1639.8	NKX2-1: Diploid
TCGA-HT-8563-01	Diploid	1769.05	NKX2-1: Diploid
TCGA-HT-A4DV-01	Diploid	1281.6	NKX2-1: Diploid
TCGA-HT-A5R5-01	Diploid	1126.73	NKX2-1: Diploid
TCGA-HT-A5R7-01	Diploid	1077.2	NKX2-1: Diploid
TCGA-HT-A5R9-01	Diploid	1238.66	NKX2-1: Diploid
TCGA-HT-A5RA-01	Diploid	1473.3	NKX2-1: Diploid
TCGA-HT-A5RB-01	Diploid	1238.73	NKX2-1: Diploid
TCGA-HT-A5RC-01	Diploid	1919.77	NKX2-1: Diploid
TCGA-HT-A614-01	Diploid	1192.04	NKX2-1: Diploid
TCGA-HT-A615-01	Diploid	1360.2	NKX2-1: Diploid
TCGA-HT-A616-01	Diploid	938.545	NKX2-1: Diploid
TCGA-HT-A61B-01	Diploid	1882.77	NKX2-1: Diploid
TCGA-HT-A74H-01	Diploid	1865.19	NKX2-1: Diploid
TCGA-HT-A74J-01	Diploid	1381.65	NKX2-1: Diploid
TCGA-HT-A74K-01	Diploid	1536.01	NKX2-1: Diploid
TCGA-HT-A74L-01	Diploid	1101.31	NKX2-1: Diploid
TCGA-HT-A74O-01	Diploid	2292.68	NKX2-1: Diploid
TCGA-HW-7486-01	Diploid	1254.8	NKX2-1: Diploid
TCGA-HW-7487-01	Diploid	1232.33	NKX2-1: Diploid
TCGA-HW-7489-01	Diploid	1254.88	NKX2-1: Diploid
TCGA-HW-7490-01	Diploid	1508.81	NKX2-1: Diploid
TCGA-HW-7491-01	Diploid	1161.66	NKX2-1: Diploid
TCGA-HW-7493-01	Diploid	1200.32	NKX2-1: Diploid
TCGA-HW-7495-01	Diploid	994.244	NKX2-1: Diploid
TCGA-HW-8319-01	Diploid	1033.87	NKX2-1: Diploid
TCGA-HW-8320-01	Diploid	1375.21	NKX2-1: Diploid
TCGA-HW-8321-01	Diploid	1499.15	NKX2-1: Diploid
TCGA-HW-8322-01	Diploid	1147.2	NKX2-1: Diploid
TCGA-HW-A5KJ-01	Diploid	1421.18	NKX2-1: Diploid
TCGA-HW-A5KL-01	Diploid	1360.61	NKX2-1: Diploid
TCGA-HW-A5KM-01	Diploid	2338.76	NKX2-1: Diploid
TCGA-IK-7675-01	Diploid	1140.41	NKX2-1: Diploid
TCGA-KT-A74X-01	Diploid	1280.24	NKX2-1: Diploid
TCGA-KT-A7W1-01	Diploid	1485.36	NKX2-1: Diploid
TCGA-P5-A5ET-01	Diploid	1177.47	NKX2-1: Diploid
TCGA-P5-A5EU-01	Diploid	1840.3	NKX2-1: Diploid
TCGA-P5-A5EV-01	Diploid	1847.02	NKX2-1: Diploid
TCGA-P5-A5EW-01	Diploid	1330.58	NKX2-1: Diploid
TCGA-P5-A5EX-01	Diploid	1329.04	NKX2-1: Diploid
TCGA-P5-A5EY-01	Diploid	1176.53	NKX2-1: Diploid
TCGA-P5-A5F0-01	Diploid	1046.76	NKX2-1: Diploid
TCGA-P5-A5F1-01	Diploid	1428.04	NKX2-1: Diploid
TCGA-P5-A5F2-01	Diploid	1170.73	NKX2-1: Diploid
TCGA-P5-A5F4-01	Diploid	1128.36	NKX2-1: Diploid
TCGA-P5-A5F6-01	Diploid	3851.45	NKX2-1: Diploid
TCGA-P5-A72U-01	Diploid	2867.94	NKX2-1: Diploid
TCGA-P5-A72W-01	Diploid	1914.43	NKX2-1: Diploid
TCGA-P5-A72X-01	Diploid	1273.41	NKX2-1: Diploid
TCGA-P5-A72Z-01	Diploid	1334.02	NKX2-1: Diploid
TCGA-P5-A730-01	Diploid	1420.15	NKX2-1: Diploid
TCGA-P5-A731-01	Diploid	1262.27	NKX2-1: Diploid
TCGA-P5-A733-01	Diploid	1545.95	NKX2-1: Diploid
TCGA-P5-A735-01	Diploid	1244.32	NKX2-1: Diploid
TCGA-P5-A736-01	Diploid	1612.96	NKX2-1: Diploid
TCGA-P5-A737-01	Diploid	980.025	NKX2-1: Diploid
TCGA-P5-A77W-01	Diploid	1758.54	NKX2-1: Diploid
TCGA-P5-A780-01	Diploid	1814.6	NKX2-1: Diploid
TCGA-P5-A781-01	Diploid	1134.52	NKX2-1: Diploid
TCGA-QH-A65R-01	Diploid	1517	NKX2-1: Diploid
TCGA-QH-A65S-01	Diploid	1380.05	NKX2-1: Diploid
TCGA-QH-A65V-01	Diploid	1243.94	NKX2-1: Diploid
TCGA-QH-A65X-01	Diploid	1957.28	NKX2-1: Diploid
TCGA-QH-A65Z-01	Diploid	1169.22	NKX2-1: Diploid
TCGA-QH-A6CU-01	Diploid	1218.14	NKX2-1: Diploid
TCGA-QH-A6CX-01	Diploid	3413.15	NKX2-1: Diploid
TCGA-QH-A6CY-01	Diploid	1174.53	NKX2-1: Diploid
TCGA-QH-A6X3-01	Diploid	1455.4	NKX2-1: Diploid
TCGA-QH-A6X4-01	Diploid	1209.05	NKX2-1: Diploid
TCGA-QH-A6X5-01	Diploid	1290.49	NKX2-1: Diploid
TCGA-QH-A6X8-01	Diploid	1138.26	NKX2-1: Diploid
